Internal.Interview.Numbers,A.Quiet.Place.Part.II,Mulan,My.Spy,Saint.Maud,The.New.Mutants,The.High.Note,Scoob.,The.SpongeBob.Movie..Sponge.on.the.Run,Antebellum,Antlers,Black.Widow,Run,Spiral,The.Woman.in.the.Window,Irresistible,The.Green.Knight,Wonder.Woman.1984,Candyman,Greyhound,Soul,Minions..The.Rise.of.Gru,In.the.Heights,Top.Gun..Maverick,Free.Guy,Ghostbusters..Afterlife,Tenet,Jungle.Cruise,Morbius,Peter.Rabbit.2..The.Runaway,Connected,The.King.s.Man,Respect,No.Time.to.Die,Fast...Furious.9,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9
127974945,0.006490723,8.52E-05,0.009197698,0.000244675,0.001098066,0.0003146,0.084850451,3.34E-05,0.000510173,0.000513482,0.592406585,0.00246717,0.003917012,0.00480616,0.000267465,0.00760977,0.04684153,0.002014337,0.002180628,0.003069235,0.007855742,0.000381008,0.102907719,0.063451158,0.02038724,0.001048708,0.005883012,0.001438071,4.93E-05,0.001004172,0.004162517,0.00076934,0.002698736,0.019044906,1,1,4,4,4,5,6
127975337,0.001271994,0.00655177,0.046460382,0.005569905,0.033504289,0.012413362,0.02436472,0.053709246,0.006406422,0.006860967,0.060187452,0.026945087,0.005667766,0.014938985,0.02887108,0.028878499,0.217547898,0.017351629,0.006582688,0.051461686,0.047523341,0.00276922,0.115815368,0.043247337,0.025785938,0.023680534,0.005343124,0.00938683,0.013609966,0.004389039,0.010910668,0.025889676,0.010874166,0.005228967,1,3,2,6,7,4,5
127975430,0.539524122,0.003578677,0.007194016,1.69E-05,0.000494742,0.000116145,0.002372957,0.003696704,0.000154885,9.18E-05,0.20406051,0.000166118,9.20E-05,0.008609022,2.37E-05,0.000402156,0.059962948,0.127491152,0.000135764,0.000169822,0.009275244,0.000110505,0.000877268,0.000680664,0.006901392,7.36E-05,0.000436928,5.85E-05,0.000969651,5.98E-05,0.001392879,0.000121184,0.000683262,0.020004995,2,4,1,2,1,6,3
127975501,0.19697365,0.042515922,0.000243009,0.00042174,0.001377722,0.00027074,0.62030464,0.005660443,0.000791614,0.001050038,0.012302204,0.000753975,0.00062034,0.001865218,0.000560392,0.000886574,0.000102407,0.003781377,5.16E-05,0.014071101,0.025262476,7.12E-05,3.23E-05,0.00072943,0.000157386,0.000152051,0.007732284,0.000556402,0.059528317,0.000668138,2.96E-05,0.00026122,0.000183033,3.15E-05,1,3,2,6,7,4,9
127975855,0.091939466,0.22682417,0.006992282,0.000194703,4.82E-05,0.001302786,0.002275438,0.000246307,6.12E-05,2.62E-05,0.046406381,0.001606785,0.000225147,0.047655732,0.000237285,0.000168713,0.525601283,8.16E-06,0.000349125,0.002443018,0.0183139,0.002850569,0.000654191,0.006133156,0.000279275,0.000242149,0.010964974,6.19E-05,0.00070568,0.000379593,0.002467926,0.000755457,0.000389624,0.001189153,1,1,4,4,4,2,8
127975903,0.000452373,0.00874644,0.004501244,0.001855915,0.018341859,0.009284483,0.058851027,0.061648674,0.001627342,0.004753472,0.005349425,0.0071131,0.001595205,0.007194805,0.00267236,0.00821934,0.005009287,0.017129952,0.012943232,0.003518698,0.017147094,0.00797536,0.002861651,0.011400324,0.000365247,0.00519452,0.002159825,0.000676131,0.000884826,0.005690315,0.002587707,0.002712355,0.001728875,0.697807537,3,2,5,5,5,1,4
127975963,0.020729052,0.003254446,0.00584827,0.008944836,0.032002116,0.004682398,0.454720493,0.177495289,0.005325205,0.015498209,0.003369637,0.004296522,0.001543673,0.032030167,0.005771765,0.002050336,0.007271488,0.033061865,0.001293156,0.008021403,0.009361682,0.008427103,0.000122284,0.013321136,0.010849415,0.012610032,0.00373281,0.001733823,0.006329109,0.009674405,0.009125366,0.001531228,0.005205217,0.080766064,1,3,2,6,7,4,9
127975998,0.020607247,0.018231031,0.023245023,0.007689519,0.064469505,0.021940559,0.003571429,0.232394154,0.003618996,0.041599901,0.008914037,0.013652512,0.022639935,0.015253222,0.027136745,0.070219419,0.000957862,0.019540931,0.067910069,0.005190223,0.019101697,0.031609874,0.018618706,0.051742845,0.014305382,0.009313202,0.013671359,0.025304305,0.023663774,0.024790231,0.036161459,0.026900762,0.011220941,0.004813144,1,3,2,6,7,4,5
127976154,0.708425457,0.003934632,0.01263575,0.002861484,0.00394628,0.004211839,0.000568271,0.053669319,0.003500052,0.003570127,0.005265449,0.00627993,0.007799558,0.001314867,0.002371161,0.001412889,0.001438769,0.088061999,0.000566991,0.009781438,0.02948504,0.004178345,0.001460147,0.001435008,0.00701699,0.004702248,0.000448923,0.002796947,0.004364347,0.00405686,0.000691755,0.006123318,0.010031827,0.001591984,2,4,1,2,1,6,3
127976280,0.149418382,0.012536908,0.001284625,4.69E-05,0.000928828,0.000187443,8.68E-06,1.26E-05,0.001320866,0.000820264,0.012995706,0.000602469,0.000472308,0.000392193,0.000320634,0.000134962,0.034440288,0.003132972,0.003932367,0.000260382,0.001478896,0.000128965,0.617090312,0.000765602,0.004828745,0.008565038,0.001004441,0.002887374,3.37E-05,0.000259843,0.005258017,0.000473585,0.074742965,0.05923266,1,3,2,6,6,8,2
127976480,0.074734955,0.096206908,0.001247665,0.000264787,0.000459983,0.000115637,0.002506997,0.013449157,0.000613061,0.001083512,0.149607921,0.00097848,0.00024541,0.000651998,0.00012159,0.000481731,0.62641965,0.000912582,0.000426837,8.45E-05,4.33E-05,0.001237575,0.004213238,0.000693711,0.003333967,0.00013835,0.000352165,0.000461296,0.010670886,0.000143506,0.001157171,0.000174652,0.001161345,0.005605474,1,1,4,4,4,2,8
127976623,0.003783927,0.203452348,0.000292392,6.37E-05,0.001384261,0.000571658,0.000153838,0.002337776,0.000386308,0.000252978,0.125105322,0.000507065,0.000714666,0.015427775,0.000823045,0.000343523,0.006601369,0.001460289,0.000156213,0.009520658,0.007266898,0.002098708,0.001957208,7.48E-05,2.60E-05,0.000335948,0.001578878,0.001038403,0.010238696,0.000701586,0.000562043,0.001194903,0.00310425,0.596482539,3,2,5,5,5,1,4
127976778,0.014779823,0.221393892,0.000598993,0.000560166,0.000215366,0.000797543,7.25E-05,1.22E-06,0.000396972,0.00124691,0.575996746,0.001116237,0.000609943,0.026177736,0.000258517,0.002077835,0.070379769,0.023506923,0.00931687,0.007107479,9.11E-05,0.001656776,0.007701665,0.021871267,7.51E-05,0.001568968,9.83E-05,0.002082862,0.001612794,0.001559131,0.003109524,0.00068562,0.001267226,8.21E-06,1,1,4,4,4,5,6
127976807,0.121686329,0.014078466,0.001852355,0.000372215,0.002885624,0.00754858,0.047400053,0.014021885,0.031680849,0.003550702,2.38E-05,0.000874172,0.000585055,7.36E-05,0.00585087,0.001217291,4.63E-05,0.509990761,0.000438977,0.014593499,0.049921222,0.001953038,0.000498457,0.001844412,0.029357548,0.001435882,0.006084272,0.000433918,0.040302548,0.002101622,0.000323759,0.007609361,0.002158512,0.077204073,1,3,2,6,7,4,5
127976899,0.004680569,0.050959459,0.027923828,0.006162314,0.011214963,0.037299629,0.016574559,0.006145046,0.00295151,0.093005798,0.022061323,0.006223803,0.011786521,0.019719038,0.007040716,0.071287968,0.004402915,0.150432767,0.021007834,0.004778917,0.030043997,0.002585942,0.036383308,0.038271519,0.027987868,0.00839871,0.08673344,0.004021764,0.054231193,0.010849225,0.014049421,0.016712343,0.0696104,0.024461392,1,3,2,6,7,4,5
127976934,6.02E-05,0.000228554,0.00290461,8.88E-05,0.006021673,0.000770052,0.00343038,0.014141747,0.008632877,0.003491191,0.001683436,0.001272044,0.0009346,0.000200079,0.002606862,0.006620252,0.001561419,0.001583704,0.001621218,0.0001596,0.021364066,0.000110043,0.239704458,0.000535256,0.015370816,0.00013791,0.00786508,0.000454296,3.95E-05,0.00065777,0.001523644,0.002464238,0.002656332,0.649103333,3,2,5,5,5,1,4
127976952,0.005182132,0.696342529,0.012430222,4.95E-05,4.66E-05,0.00038087,0.002097234,0.000218397,0.000303293,0.000747146,0.014302217,0.00106389,0.000196836,0.022494031,0.001593508,0.00097507,0.195218306,0.001678126,0.000913552,0.000929603,0.001447552,0.000825507,0.000276162,0.001095849,0.001316507,0.000472478,0.027327793,7.34E-05,0.001499052,0.001411532,0.001371346,0.002370119,0.000854378,0.002495286,1,3,2,1,2,7,1
127977132,0.003557904,0.176675924,0.036199528,0.001777889,0.007072003,0.056557489,0.06617275,0.039220875,0.028229687,0.007833801,0.00022288,0.006081836,0.005634781,0.002840656,0.016035661,0.00059514,0.000605058,0.134493445,0.004593946,0.072704212,0.01378284,0.014731585,0.000104329,0.002842247,0.005910803,0.002225562,0.036321129,0.000534859,0.041064889,0.012187881,0.000664373,0.188221974,2.72E-05,0.014274847,1,3,2,6,7,4,5
127977138,4.04E-05,0.057875695,0.000326322,3.64E-05,0.000432597,7.34E-05,0.155143484,0.647964912,2.35E-05,2.43E-05,0.002113659,0.000122892,4.66E-05,1.79E-05,4.54E-05,0.000365287,0.000390563,0.000223446,0.000268375,0.001984795,0.034973067,3.02E-05,0.003820935,7.05E-05,0.000256881,9.06E-05,0.009036797,0.000316513,0.005471527,0.000269361,0.001011778,0.000110271,0.065991488,0.011030273,1,3,3,3,3,3,7
127977278,7.60E-06,0.01417454,0.007863155,0.000451778,0.000574579,0.000228036,0.074957205,0.006058173,0.000103165,0.000287634,0.328872219,0.000377507,0.002539092,0.000241012,0.000842424,0.004563801,0.015301667,0.000111166,0.001031905,0.075163497,0.023300887,0.001964461,0.107181202,0.009495341,0.006364653,0.000754769,0.162287876,0.002122297,0.003949357,0.00191489,0.013058877,0.003553611,0.12992122,0.000380408,1,3,2,6,7,4,5
127977282,0.104928618,0.056076593,0.000583792,9.37E-05,0.001663502,0.000311819,0.000147272,0.000202035,0.000325409,4.58E-05,0.739442372,0.000533113,7.42E-05,0.005640874,0.000232115,0.000188596,0.025662327,0.000969908,0.000735988,0.001558873,0.013246267,0.000799536,0.006944031,0.000226686,1.89E-05,0.000213185,7.65E-05,0.000175436,7.95E-05,0.000109791,0.001046428,0.000259689,0.025428607,0.011958482,1,1,4,4,4,5,6
127977776,0.013867083,7.70E-05,0.008823208,0.000973484,0.028721282,0.001272432,0.01701671,0.000499047,0.003520474,0.001107993,0.02607297,0.005659765,0.002839442,0.028785293,0.00642941,0.000589513,0.001388873,0.690665864,0.012433828,0.016403427,0.000429073,0.001844528,0.007628129,0.003720217,0.008264791,0.002146334,0.001146461,0.008674412,2.15E-05,0.002253707,0.000152413,0.004955418,0.060483774,0.031132156,1,3,2,6,7,4,5
127977934,0.007135665,0.020337174,0.000470434,0.000284114,0.002972867,0.003165363,0.140686401,0.692851486,0.003246659,0.000237744,0.001101541,0.002392596,0.003611125,0.000658639,0.001309918,0.000936746,5.67E-05,0.00652417,0.000145288,0.003098753,0.043643201,0.001130871,0.000301431,0.000164404,0.002634243,0.001329333,0.0003555,0.00071407,0.006387075,0.001798362,0.000445016,0.022121118,0.025105099,0.002646897,1,3,3,3,3,3,7
127978627,0.002146599,0.014958292,0.005048313,0.017622476,0.006220825,0.067626652,0.016039119,0.014876218,0.085360628,0.023032345,0.017979898,0.008821044,0.028393467,0.024335373,0.092712536,0.00174833,0.006605775,0.02245141,0.015075322,0.127348541,0.041834359,0.035773863,0.003843078,0.033985117,0.084656816,0.057055147,0.024590822,0.031808739,0.002428094,0.032536924,0.00874586,0.032984331,0.010367551,0.000986136,1,3,2,6,7,4,5
127978754,3.33E-07,0.366667323,0.000129432,9.31E-06,0.001129997,7.59E-05,0.008610253,0.001125985,2.02E-05,1.88E-05,0.007385788,2.86E-05,1.36E-05,3.51E-06,6.76E-05,0.000386117,0.083571881,1.64E-06,0.000131115,7.21E-05,0.462853055,7.08E-05,0.002231713,0.000186912,0.022761001,2.93E-05,0.01832363,1.55E-05,0.022178997,5.80E-05,0.000125423,0.000119516,0.000306126,0.001290501,1,3,2,1,2,7,1
127979144,0.002830668,0.108222847,0.001868623,0.001810336,0.002551955,0.001864296,0.000879657,0.011509725,0.000444404,0.00145204,0.000963415,0.003720956,0.0010921,0.002255774,0.002159133,0.004366999,0.15348714,0.000212225,0.001048194,0.000480834,0.000918056,0.002361001,0.003000085,0.001986136,0.005584252,0.00205286,0.091735115,0.000104198,0.000740807,0.001670026,0.007504717,0.009890786,0.006206874,0.563023766,3,2,5,5,5,1,4
127979460,0.04325091,0.004458464,0.000420803,0.001178799,0.077946926,0.000137341,0.006592749,0.001843973,0.001162576,0.00066908,0.011554408,0.000472566,8.03E-05,0.003158756,0.000374717,0.000669122,0.69172403,0.058739211,0.006309938,0.005669377,0.002291964,0.00035867,0.002309274,0.000232628,0.059550125,0.00032436,0.00267548,0.010772227,8.53E-05,0.000339574,0.001155299,0.000375647,0.002546689,0.000568717,1,1,4,4,4,2,8
127979535,0.02961918,6.65E-05,0.000774139,0.001195977,0.000869859,0.004953124,0.001769726,0.000302491,0.014761871,0.003064876,0.112452579,0.016808621,0.007390819,0.067549482,0.008717914,0.004392902,0.004725744,0.16843186,0.023974018,0.01041568,0.002386265,0.002968966,0.44870786,0.005984311,0.00126081,0.005163769,0.010087049,0.016634842,0.001312567,0.007725164,0.006781699,0.003347979,0.003990386,0.00141095,1,3,2,6,6,8,2
127979715,0.001199387,0.024309158,0.001381129,0.000778202,0.0177053,0.004233679,3.33E-05,0.103751747,0.003665416,0.001749116,0.000409872,0.008001353,0.000644783,0.000324428,0.003525416,0.002647744,0.000748634,0.002141787,0.000367927,0.000117879,0.005994747,0.003884695,0.013037542,0.000450985,0.008300013,0.006415389,0.009862205,0.001792489,0.000784854,0.003027155,0.006139756,0.0030462,0.000766348,0.75876141,3,2,5,5,5,1,4
127979940,0.070518091,0.004231246,0.000735018,0.002055463,0.006343232,0.001566564,0.000552926,0.001659187,0.072061512,0.008824821,0.007747235,0.001778445,0.005581411,0.004294294,0.004641847,0.00179934,0.005342675,0.688867686,0.004791013,0.006106476,0.001664158,0.004889474,0.005168051,0.001286836,0.004325879,0.001623069,0.004342186,0.049136277,0.006281184,0.007225509,0.002226487,0.004331747,0.004033231,0.00396743,1,3,2,6,7,4,5
127980814,0.000214876,0.025984764,0.004630677,0.001428501,0.006800341,0.002716962,0.061552926,5.08E-05,0.001766309,0.007625663,0.00070158,0.004466954,0.003326606,0.000577594,0.001840838,0.009798304,0.026973739,3.92E-05,0.002128897,0.151510899,0.419513542,0.001208996,0.007391377,0.000729483,0.003963966,0.001724901,0.041871587,0.0015097,0.173363919,0.026642324,0.001405276,0.006285313,0.00013362,0.000119601,1,3,2,6,7,4,5
127980954,0.012037794,0.068006131,0.000662816,0.007930243,0.006376715,0.034632,0.049621329,0.051624303,0.001306778,0.014342402,0.063512768,0.013838006,0.011059461,0.048643521,0.012304492,0.019116573,0.011851016,0.0365503,0.030169182,0.053756923,0.052062642,0.069949265,0.041391081,0.008166831,0.022045394,0.004763386,0.162253782,0.001859009,0.004264436,0.043185479,0.006991931,0.021967043,0.001391752,0.012365216,1,3,2,6,7,4,5
127980972,0.316130616,0.032007025,0.001467868,8.53E-05,0.033449645,0.000211996,0.046607822,0.100097994,1.83E-05,8.22E-05,0.258349783,0.000103895,1.48E-05,0.003669807,7.04E-05,0.001079126,0.005437702,0.001208886,0.000275936,6.73E-05,0.069719477,4.25E-05,0.003067973,0.000540987,0.006712142,9.08E-06,0.001539445,8.37E-05,0.094228434,6.10E-05,0.000598721,2.16E-05,0.000799621,0.022138794,2,4,1,2,1,6,3
127981395,0.000251026,0.019894892,0.000703761,7.70E-06,0.000609193,0.000198435,0.336086127,0.061331951,3.99E-06,2.92E-05,0.001016855,2.59E-05,7.95E-05,2.71E-05,4.83E-05,4.47E-05,0.001187998,2.88E-05,2.93E-05,0.003663787,0.54488483,3.80E-05,0.000154817,0.000269896,0.000209876,8.70E-05,0.000665032,0.000332284,0.009259164,9.15E-05,2.85E-05,2.29E-05,0.015620603,0.003066971,1,3,2,6,7,4,9
127981491,0.202709942,0.018544316,0.002570481,0.002777657,0.004402583,0.002328178,0.019074088,0.012030945,0.007996398,0.004105623,0.074294774,0.010251849,0.005104026,0.035931349,0.005958352,0.00052419,0.210126362,0.023546179,0.008034376,0.003963194,0.141722247,0.004223597,0.010174437,0.014939689,0.02690767,0.001198338,0.004722949,0.005309027,0.003821317,0.006237258,0.000921169,0.009433268,0.005043539,0.111070632,1,3,2,6,7,4,5
127981706,0.482654987,0.01443719,0.004038959,4.44E-05,0.001624848,0.001339676,0.018036469,0.006709293,0.000800954,0.000326684,0.105608106,0.000129023,0.001644671,0.006236936,0.000718594,0.000342145,0.004653723,0.00614943,0.001678516,0.026273514,0.017346219,0.034139094,0.004096918,0.00952128,0.007834282,0.000270388,0.105870809,0.000384256,0.003874024,0.000678203,0.001327314,0.000549282,0.120423755,0.010236012,2,4,1,2,1,6,3
127981709,0.336200514,0.012640788,0.006413471,0.002654114,0.000193161,0.026989557,0.000832317,0.002313178,0.013329825,0.005670591,0.0055954,0.025980675,0.021186683,0.014267983,0.02219656,0.018964893,0.002429932,0.001448495,0.003150393,0.022590613,0.123129307,0.070720618,0.007700024,0.003127274,0.007625729,0.01227801,0.014291636,0.003738246,0.000496847,0.035728908,0.00072794,0.04209858,0.12726687,0.006020868,2,4,1,2,1,6,3
127981864,0.000188678,0.457013392,0.002189065,0.000964229,0.000104886,0.002240721,0.007872815,0.003776441,0.00114013,0.002636887,3.65E-05,0.000314725,0.001199177,0.000103919,0.001728342,0.002542627,0.012400262,7.04E-05,0.03326758,0.015419961,0.185952849,0.005487129,0.042628464,0.00036093,0.00045854,0.001210855,0.034260343,0.000116902,0.168207591,0.006770496,0.001194038,0.00500035,0.003135975,4.83E-06,1,3,2,1,2,7,1
127981974,0.089657022,0.001163442,0.003515928,0.000510602,0.00077142,0.003243069,0.006552193,0.012312264,0.002302397,0.000706043,0.161691547,0.000552245,0.00113963,0.007288113,0.001381194,0.000414979,0.00322177,0.000384522,0.000978612,0.002915445,0.402703661,0.002348104,0.001102466,0.00028689,0.170036802,0.001674643,0.005383294,0.000508022,0.045312188,0.000881701,0.005911242,0.003027582,0.000829934,0.059291033,1,3,2,6,7,4,5
127982203,0.004671872,0.204226558,0.024567662,0.036059172,0.005653095,0.004944863,0.021003089,0.005322334,0.065469272,0.009932889,0.00680017,0.011095259,0.01287165,0.045946768,0.011366126,0.004895151,0.012364699,0.024639233,0.098196442,0.005313763,0.014644134,0.008507167,0.010635685,0.007526092,0.01613531,0.008067498,0.060169599,0.013486567,0.118122909,0.037149635,0.025818101,0.012278798,0.038685191,0.013433245,1,3,2,6,7,4,5
127982285,1.10E-05,0.040050065,0.003895473,0.000111669,0.027770488,7.00E-05,0.000271542,0.031490209,0.000101435,0.000918831,0.035027525,0.000260567,0.000461333,1.71E-05,0.000187664,0.001040215,0.114459621,0.001299284,0.001261479,0.001172419,0.584619657,0.000413351,0.004837131,0.000170381,0.00292027,0.000633214,0.033215664,0.003311023,0.003936542,0.000655971,0.005147759,0.000295091,0.005208114,0.094757904,1,3,2,6,7,4,5
127982388,0.058323483,0.006093681,0.046161957,0.000336387,0.00759834,0.002080212,0.01657428,0.315344155,0.00242347,0.000480316,0.011566035,0.000876253,0.001171522,0.001335521,0.00043315,0.007365568,0.000321358,0.195400245,0.000623791,0.000549908,0.109881267,0.002327865,0.021995614,0.104887681,0.009205635,0.000322303,0.003922917,0.004185006,0.023871241,0.001474824,0.003204387,0.000831331,0.002709495,0.036120803,1,3,3,3,3,3,7
127982471,0.77912812,0.001818349,2.99E-05,7.75E-05,0.011708767,0.000824128,0.049737644,0.003949677,0.000226833,0.000917403,0.048443139,0.000873485,0.000435584,0.001147358,0.00028245,9.24E-05,0.06324122,0.000165837,0.000305166,0.000404107,6.66E-06,0.001109486,0.021933058,0.00444663,0.003200311,0.000198939,0.000249148,0.000139633,3.28E-05,0.000291565,0.001693272,0.000311534,0.001245996,0.00133196,2,4,1,2,1,6,3
127982541,0.678735798,0.000121145,0.000894011,0.000226628,0.000103909,0.000632583,5.13E-05,9.10E-06,0.002378895,0.000791139,0.017148986,0.001355109,0.000351603,0.026523639,0.000938719,0.000103267,0.175804551,0.013390373,0.001661296,9.69E-05,5.00E-06,0.000766874,0.006582433,0.000548664,0.036500723,0.000747406,0.000413363,0.000545987,1.07E-06,0.000663567,0.001002845,0.001087693,9.97E-05,0.029715781,2,4,1,2,1,6,3
127982832,0.011946681,0.00876145,0.003172446,0.000408157,0.000470691,0.001949687,0.066413115,0.289518444,0.000601371,0.001885598,0.003838382,0.001776176,0.000925478,0.017274278,0.001928282,0.000460683,0.022597505,0.017121412,0.009932539,0.000334643,5.28E-05,0.002700502,0.034152561,0.002770648,0.010863597,0.000551696,0.001279141,5.04E-05,0.000103874,0.001332842,0.001443648,0.002269078,0.001129286,0.479982874,3,2,5,5,5,1,4
127982865,0.007084454,0.160660729,0.013946134,0.004970397,0.00269799,0.051438893,0.026676723,0.003999071,0.168447924,0.076030892,0.022695478,0.035856017,0.005897104,0.048027228,0.021568717,0.012388622,0.001367395,0.05612485,0.071842745,0.013724779,0.001774706,0.017314544,0.012536717,0.0247684,0.026467262,0.029458021,0.009588776,0.003641725,0.000416014,0.018816199,0.024009473,0.007764468,0.015262604,0.00273495,1,3,2,6,7,4,5
127983609,0.00014647,0.016162831,0.000197598,0.000249081,0.001531729,0.000704226,0.026197236,0.029687747,6.38E-05,7.61E-05,0.001065743,0.000240504,0.00012678,8.00E-05,0.001101159,6.89E-05,0.00148489,0.000325534,0.000359993,0.000160891,0.004468263,0.000589417,0.471469187,0.000170593,0.033631768,0.000176689,0.005963731,0.000214401,0.014113027,0.000456582,0.001254034,0.000529632,0.053302585,0.333628971,3,2,5,5,5,1,4
127983924,0.034358,0.302436477,0.000166815,3.45E-05,0.001232813,0.000187547,0.004093445,0.000586954,0.000142551,5.06E-05,0.118823854,5.71E-05,0.000149147,0.00138152,0.000207419,0.000296488,0.355276316,0.000154812,3.54E-05,6.66E-06,0.005945753,0.000246697,0.004945032,0.000145641,0.020035838,1.28E-05,0.002046607,1.13E-05,0.003624693,1.64E-05,0.000446351,5.68E-05,0.000111224,0.142676481,1,1,4,4,4,2,8
127983938,0.909437636,0.000624446,0.000642613,0.000109855,0.000436061,0.002389047,2.17E-05,2.97E-06,0.012461641,0.000672828,0.003967481,0.000224879,0.000660097,0.006113073,0.001452757,0.000139142,0.000761615,0.004880476,0.000560693,0.0019477,0.000409024,0.004903143,0.000107173,0.00058989,0.00016304,0.009018874,3.11E-05,0.000195387,3.79E-05,0.000699953,0.000298955,0.008636342,7.62E-06,0.027394884,2,4,1,2,1,6,3
127983955,0.001032927,0.009921451,0.006576009,0.000340866,0.018857347,0.006190601,0.00384794,0.007592692,0.008307192,0.00203802,0.261450062,0.006618958,0.003477101,0.000408342,0.001978532,0.006494673,0.005368663,0.000967172,0.000928149,0.000620336,0.007260206,0.027535253,0.018258431,0.002889706,0.364410241,0.002396648,0.002314605,0.000786587,0.000720576,0.002030965,0.00189909,0.002603355,0.051038223,0.162839082,1,3,2,6,7,4,5
127984195,0.000264176,0.19281727,0.058688029,0.002076937,0.000968073,0.00988355,0.050734374,0.048989923,0.009686901,0.000862808,0.000171791,0.009024802,0.00100483,0.00370028,0.003036557,0.00254838,0.004253352,0.000409721,0.00345634,0.005637011,0.021442996,0.003898711,0.001464795,0.002264093,0.014712134,0.001228866,0.360224335,6.42E-05,0.165687941,0.005355682,0.010393021,0.004269555,0.000103817,0.000674775,1,3,2,6,7,4,5
127984409,0.069911777,0.009166605,0.000268124,1.22E-05,0.005842736,6.09E-05,0.000496363,0.00151977,9.75E-05,1.02E-05,0.355337545,8.05E-05,1.64E-05,0.000269545,1.30E-05,0.000287178,0.492788314,0.000680992,2.06E-05,6.93E-05,0.000377584,7.60E-05,0.017390564,4.15E-05,0.000560337,0.000143495,2.12E-05,0.000105081,1.73E-06,2.65E-05,0.001493511,1.74E-05,0.039044059,0.003751468,1,1,4,4,4,2,8
127984758,0.525718058,0.00010381,0.003939752,0.000400268,4.15E-05,0.000545542,0.014788518,0.080332715,0.000292095,0.000314111,0.000662574,0.00119237,0.00073599,0.000860587,0.000952368,0.001291739,0.021742996,0.205506624,0.000697093,0.026942051,0.048928522,0.002596818,0.005834302,0.001418971,0.004659891,0.001780879,0.007376443,0.000317548,0.000122491,0.004609556,0.002021399,0.002597501,0.001620687,0.029054216,2,4,1,2,1,6,3
127984842,0.000101563,0.004891971,0.00244325,0.000135675,0.010582757,0.000870181,0.002718819,0.009138259,0.001497895,0.000145376,0.002132392,0.00077199,0.000773232,0.001031299,0.000597507,0.000537606,2.46E-05,0.151478139,0.000294299,0.001068748,0.008829998,0.000214569,0.099200743,0.000491681,0.011432564,2.88E-05,0.001506517,0.005311201,0.055455459,0.000781855,0.000177485,0.000613017,0.001753794,0.622966737,3,2,5,5,5,1,4
127984869,0.735038195,0.010627711,0.001100694,0.000189205,0.00019047,0.000895388,0.011505237,0.001789847,0.001471735,0.000747806,0.118283999,0.000740105,0.000840161,0.011978945,0.000581221,0.000507021,0.058545883,0.001550107,0.00118254,0.00188327,1.06E-05,0.011632765,0.000969042,0.003264462,2.40E-05,0.001814242,8.86E-05,0.00264703,5.13E-06,0.00084765,0.000497785,0.00033125,0.018175712,4.22E-05,2,4,1,2,1,6,3
127984959,0.038478336,0.005399154,0.02236925,0.031593849,0.007471709,0.015941173,0.015455706,0.000698453,0.005649002,0.009819881,0.006619661,0.016106612,0.022431837,0.077191925,0.022369635,0.032389645,0.032743481,0.023731228,0.015904682,0.02282966,0.186566508,0.035111917,0.001565251,0.01556554,0.051311875,0.0077552,0.011404041,0.040830938,0.165529219,0.015523136,0.002526033,0.010728684,0.027310284,0.003076496,1,3,2,6,7,4,5
127985135,0.000458105,0.644466154,0.00058957,7.31E-05,0.000150294,0.000131599,0.010472764,0.00058521,1.24E-05,0.000589165,0.082256098,8.55E-05,0.000100538,0.000675213,5.99E-05,0.000303265,0.102583432,0.002487259,0.005872696,0.002993644,0.125123284,0.000268998,0.002460622,0.00048769,0.001455389,0.000183116,0.004221768,0.000439171,0.008608633,0.000222103,0.000322948,3.88E-05,0.000305695,0.000915876,1,3,2,1,2,7,1
127985308,0.044364409,0.077036215,0.015878174,0.003141778,0.011581612,0.001810528,4.36E-06,3.71E-05,0.003174055,0.012808333,0.324489966,0.006762969,0.004954418,0.007780179,0.001016462,0.128921334,0.05571375,0.001295647,0.042519784,0.053475932,0.000112107,0.012677971,0.014315361,0.01889097,0.000157355,0.056417497,0.000952562,0.037917459,9.23E-05,0.001546806,0.024711288,0.001835431,0.028646832,0.004959045,1,1,4,4,4,5,6
127985862,0.029636287,0.087245783,0.001026493,0.000347353,0.013872252,0.000888669,0.000123982,0.003034401,0.000521966,5.09E-05,0.001881551,0.000161681,0.000300652,2.93E-05,0.000558666,0.002279121,5.17E-05,0.000346973,0.000378473,0.00045377,0.596344923,0.0002927,0.032611465,0.000208471,0.00620617,0.000352382,0.001563203,0.001274505,0.003942707,0.000569768,0.004728368,0.000224106,0.174229026,0.03426224,1,3,2,6,7,4,5
127985880,0.125931134,0.087599932,0.000455887,9.56E-06,0.0008854,2.76E-05,0.085631047,0.280029788,0.000169274,3.93E-05,0.026331439,7.63E-05,5.72E-05,0.002588321,2.81E-05,0.000148979,0.014361349,0.005068006,2.64E-05,0.001024268,0.020744757,4.35E-05,0.000453049,6.48E-05,0.002769494,2.19E-05,0.002397384,4.75E-05,0.34091267,3.39E-05,0.000132857,3.31E-05,1.57E-05,0.001840179,1,3,3,3,3,3,7
