Internal.Interview.Numbers,A.Quiet.Place.Part.II,Mulan,My.Spy,Saint.Maud,The.New.Mutants,The.High.Note,Scoob.,The.SpongeBob.Movie..Sponge.on.the.Run,Antebellum,Antlers,Black.Widow,Run,Spiral,The.Woman.in.the.Window,Irresistible,The.Green.Knight,Wonder.Woman.1984,Candyman,Greyhound,Soul,Minions..The.Rise.of.Gru,In.the.Heights,Top.Gun..Maverick,Free.Guy,Ghostbusters..Afterlife,Tenet,Jungle.Cruise,Morbius,Peter.Rabbit.2..The.Runaway,Connected,The.King.s.Man,Respect,No.Time.to.Die,Fast...Furious.9,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9
128637109,0.082454338,0.00160768,0.030095133,0.002053134,0.006178963,0.010611101,0.001099638,0.092135897,0.008089439,0.006611734,0.042710832,0.008355075,0.013054784,0.005924889,0.010220092,0.004041004,0.100084326,0.120215086,0.008097817,0.000756038,0.077305237,0.003741223,0.002909171,0.032919541,0.187065384,0.004122762,0.001185385,0.003712808,0.001458368,0.009123694,0.002164359,0.006216839,0.000466342,0.113211887,1,3,2,6,7,4,5
128637135,0.000114799,0.531338856,0.000372168,0.002299306,0.000540861,0.004514069,0.001630508,0.000580293,0.011521133,0.002797943,0.016993755,0.00054592,0.000806795,0.002437253,0.004078469,0.000901444,0.243868342,0.000220633,0.030594957,0.008242705,0.019126277,0.011231695,0.001511337,0.003323486,0.002370032,0.000616602,0.010363604,0.001471228,0.044423322,0.002246682,0.001074274,0.031279322,0.001801226,0.004760705,1,3,2,1,2,7,1
128637216,0.101269831,0.077310313,0.000112746,0.000106585,0.000651402,0.000134439,0.005755475,0.007709623,4.37E-05,1.53E-05,0.315337588,0.000227612,0.000113049,0.001719564,0.000113509,0.001466865,0.326789751,3.81E-06,0.000129975,0.001025999,0.145377025,0.000196649,0.00026178,9.61E-05,0.001485181,1.12E-05,0.001565741,7.42E-05,0.005917773,7.90E-05,0.000413868,7.71E-05,0.000303543,0.004103612,1,1,4,4,4,2,8
128637522,0.000167161,0.016767309,0.000313363,5.76E-05,0.000145716,0.000147146,0.179726906,0.607640816,8.00E-06,2.90E-05,0.006929791,0.000117065,0.000162148,0.000468716,0.000161718,8.45E-05,0.0055237,0.001804123,0.00032442,0.002761348,0.03071967,0.000136809,0.00162468,0.000228166,0.006808001,4.50E-05,4.90E-05,0.000150708,0.003667293,7.82E-05,3.36E-05,0.000288252,0.000103899,0.132726276,1,3,3,3,3,3,7
128637625,0.166384326,0.008415979,0.000136586,1.88E-05,0.015976952,2.69E-05,1.04E-05,0.000640893,0.000368794,3.26E-05,0.627338854,7.14E-05,1.16E-05,0.000976309,7.22E-05,0.000513405,0.167985517,0.005206903,1.63E-05,5.58E-05,2.86E-06,0.000322368,0.000245026,8.11E-05,0.000118387,0.000100016,5.46E-05,0.000501478,1.34E-06,1.11E-05,0.000998611,4.12E-05,0.001447326,0.001814048,1,1,4,4,4,5,6
128637691,0.008516425,0.011883055,0.000356382,0.003886558,0.000697397,0.006874444,0.002695991,0.001288424,0.000926035,0.004571816,0.053075609,0.002891837,0.004627626,0.112869326,0.001847778,0.00082598,0.569470313,0.107276656,0.003009731,0.007972297,0.000153512,0.000678348,0.020292541,0.001310403,0.001124938,0.00288378,0.003273459,0.001936142,0.000867431,0.001134771,0.003736516,0.001968461,0.001129236,0.053946783,1,1,4,4,4,2,8
128637897,0.021788599,0.024973762,0.000963515,0.000237247,2.28E-05,0.000759878,0.000697769,5.30E-05,0.000747638,0.000304378,0.154000823,0.000365664,9.03E-05,0.000513884,0.000514486,0.001306632,0.731468696,6.04E-05,0.00432238,0.006022473,0.000496488,0.000840978,0.000510866,0.001934515,0.002642576,0.001240877,0.014671275,0.000301424,0.000423072,0.000823209,0.022039519,0.001269856,0.003432378,0.000158571,1,1,4,4,4,2,8
128638121,0.000730208,0.011296395,0.000590502,0.003264005,0.008411969,0.001128988,0.574465589,0.041587914,0.006322799,0.012839349,0.024556048,0.001611915,0.004936698,0.001928382,0.000703988,0.002792597,0.003668125,0.098406962,0.002673761,0.042056797,0.025018318,0.000768003,0.003365414,0.004050795,0.000340397,0.000689435,0.056946438,0.015256285,0.022110316,0.016393216,0.00189909,0.000935171,0.001305261,0.006948869,1,3,2,6,7,4,9
128639020,0.266099752,0.000235858,0.000360186,0.000486571,0.00177845,0.002175929,0.001413403,9.13E-05,0.001726915,0.000593094,0.522032748,0.001461689,0.007811753,0.026986098,0.001026051,0.000610802,0.030391408,0.093577282,0.000165075,0.000743452,0.001156156,0.011448284,0.004566662,0.001725307,0.000862944,0.00204298,0.002123012,0.001428938,2.96E-05,0.000589888,0.000895594,0.000905402,0.001863801,0.010593623,1,1,4,4,4,5,6
128639356,0.147979509,0.005291448,0.004597437,0.000528751,0.025322216,0.000727524,0.230124856,0.010817722,0.001452282,0.001194748,0.313920852,0.00172155,0.001696133,0.000379116,0.000430009,0.003797948,0.010787283,0.001812316,0.000207536,0.000175208,0.002690155,0.000469726,0.001397151,0.002769246,0.056500906,0.001153789,0.00294388,0.001109663,0.017060427,0.000833496,0.00250041,0.00162478,0.005729729,0.140252197,1,3,2,6,7,4,9
128640006,0.002150727,0.218404469,0.000367493,0.001354849,0.000257255,0.001368954,0.013569571,0.008926043,0.022350528,0.003523937,0.006902312,0.005697968,0.002826572,0.001228627,0.003998635,0.000658942,0.321264984,0.002237166,0.002770531,0.272955872,0.011871806,0.019873692,0.000115466,0.003423226,0.025015384,0.003301711,0.006008325,0.017874983,0.010600461,0.004336064,0.000444381,0.001918761,0.002143928,0.000256378,1,1,4,4,4,2,8
128642150,0.04822399,0.008765002,0.00823567,0.000897051,0.000485043,0.009142884,8.61E-05,0.000890544,0.001956287,0.002648757,0.02240085,0.000822437,0.000883745,0.072666747,0.003974899,0.00249276,0.513985858,0.001000461,0.063627948,0.001823705,0.060602982,0.005204616,0.006600799,0.00118979,0.006421945,0.005639769,0.015831997,0.002714863,0.025618587,0.001200717,0.076297348,0.00087192,0.020002884,0.006791001,1,1,4,4,4,2,8
128642235,0.00030398,0.010662205,0.000701736,7.42E-06,0.000166272,1.48E-05,0.003088783,0.000856765,5.13E-05,0.000260054,0.002177289,4.02E-05,3.89E-05,7.51E-05,0.000137459,0.00037477,0.017239264,2.66E-05,0.016613049,0.000260374,0.001569786,0.000119477,0.827034,0.000713966,0.035883432,1.66E-05,0.042792617,0.000177879,0.000169985,0.000348714,0.001077144,2.65E-05,0.004199554,0.032774062,1,3,2,6,6,8,2
128642285,2.23E-05,0.514354605,0.005568315,5.25E-05,0.000269709,0.000395288,0.013915389,8.26E-06,6.41E-06,8.01E-05,0.001325281,7.89E-05,5.34E-05,5.81E-05,0.000258859,0.000224991,0.014743074,3.24E-05,0.000255085,0.012410222,0.152419874,0.000714547,0.000452124,0.000476411,0.000503839,0.00025531,0.014640317,8.52E-05,0.26162802,0.001630487,0.00072623,0.000986034,0.000211554,0.001156875,1,3,2,1,2,7,1
128643053,0.012982755,0.097268768,0.001485169,0.003136159,0.011760576,0.006670631,0.03136317,0.005220287,0.008820194,0.027110264,0.000900311,0.008942754,0.009616595,0.017364346,0.007415279,0.051207597,0.009503681,0.142970338,0.018855437,0.003890108,0.000596573,0.006340239,0.073798181,0.037889794,0.001288235,0.075159631,0.002872975,0.005535979,0.000208134,0.039770352,0.007368767,0.002293666,0.267686537,0.002706518,1,3,2,6,7,4,5
128643256,6.27E-07,0.052415399,0.002134515,0.000189324,0.000474874,0.001122869,0.003169994,6.33E-05,9.71E-05,0.000503432,0.096340359,0.000359092,0.000238501,3.36E-05,0.000361816,0.002050155,0.59998916,3.70E-06,0.004599065,0.002911651,0.006230066,0.000403323,0.126238883,0.000955855,0.001371901,0.000513245,0.076198563,0.000163245,0.007945801,0.001707421,0.006744444,0.002277076,0.000120369,0.002071257,1,1,4,4,4,2,8
128643680,0.641034305,0.001638975,0.000126683,8.17E-06,0.001760326,1.61E-05,0.004074964,0.005901786,1.36E-05,1.60E-05,0.057127806,3.39E-05,1.06E-05,0.000356417,1.64E-05,2.75E-05,0.020515043,0.001457294,9.27E-05,0.000146028,0.007490206,9.23E-06,0.011973207,9.69E-05,0.005247477,3.41E-05,0.000375551,3.61E-05,0.000445304,1.62E-05,4.69E-05,7.17E-06,0.000330742,0.239516653,2,4,1,2,1,6,3
128643807,0.063139096,0.006691987,0.042938301,0.012721647,0.010924998,0.018423231,0.008225706,0.022567071,0.103148315,0.012343853,0.065196514,0.007765732,0.019119426,0.14592419,0.005245546,0.010103754,0.074942027,0.076944762,0.044756411,0.013780466,0.017705452,0.039924077,0.027070705,0.006495716,0.007601471,0.003426183,0.008602444,0.013767978,0.016417734,0.008592722,0.005727212,0.055216624,0.015663394,0.008885253,1,3,2,6,7,4,5
128645145,1.85E-05,0.151097513,0.001024144,0.000189753,0.018833865,0.000595226,0.013149334,4.35E-05,1.41E-05,6.43E-05,0.005685984,0.000129506,0.000132636,3.65E-05,0.00072852,0.001850344,0.062576655,1.57E-06,0.000195424,0.000768428,0.371970977,0.000519782,0.00059436,0.001206318,0.346156884,0.000191483,0.007598896,0.000180697,0.012119488,0.000576105,0.000461819,0.001067889,3.26E-05,0.000186903,1,3,2,6,7,4,5
128645249,0.006752773,0.002724043,9.41E-05,0.002920228,0.000395723,0.004801347,0.010982184,0.067309763,0.001245442,0.000348484,0.26729784,0.00063833,0.005520428,0.01988749,0.0038253,0.004018687,0.448093814,0.083066632,0.00727148,0.000838815,0.000872011,0.00057702,0.002157766,0.001202114,0.025878701,0.001290697,0.001352559,0.000782603,0.000163252,0.002567396,0.006854655,0.004330436,0.001871345,0.012066501,1,1,4,4,4,2,8
128645631,0.426678902,0.105178831,0.002107104,0.002373983,0.003194275,0.005420852,0.000182924,1.44E-05,0.004747205,0.003003124,0.186508595,0.004766494,0.009373634,0.017285755,0.006993421,0.000498961,0.036361195,0.000100952,0.005723279,0.015033679,0.000275957,0.087727907,6.09E-05,0.008858744,0.000169679,0.004119437,0.010301801,0.004314048,5.70E-06,0.002998535,0.021342123,0.021560946,0.00259328,0.000123449,2,4,1,2,1,6,3
128645633,0.659118333,0.007326825,0.000166618,0.00011384,0.007660802,4.90E-05,0.011119704,0.06760608,0.000140093,0.000389504,0.125229276,0.000596296,0.000225542,0.007225886,8.10E-05,0.001997547,0.002829229,0.010626894,0.000367797,0.000573453,0.000658175,3.38E-05,0.001156956,0.000549074,0.074810216,4.88E-05,0.003122745,0.000371711,0.01435774,0.000176021,0.000298899,3.11E-05,0.000921782,1.93E-05,2,4,1,2,1,6,3
128646149,0.015609263,0.055161745,0.032165255,0.020011702,0.003537716,0.027044129,0.012574816,0.011125128,0.004440702,0.000772668,0.204629166,0.020854099,0.002898836,0.126183657,0.020354836,0.007309569,0.032307812,0.000780822,0.003310908,0.068294092,0.016982387,0.04641005,0.037321483,0.004286729,0.000653005,0.004234953,0.004733189,0.005769111,0.024925172,0.011237972,0.021113742,0.110640174,0.04085285,0.001472262,1,3,2,6,7,4,5
128646336,0.011963302,0.00972264,0.005159905,6.98E-05,6.13E-05,0.005266356,0.019766832,0.637215337,0.000696005,0.000731055,0.002671182,0.002617991,0.002084781,0.00883224,0.003363593,0.000264487,0.000880176,0.010804518,0.000764595,0.024782664,0.192988748,0.002972467,0.000196637,0.001272831,0.000422312,0.000802501,0.00518173,0.000177329,0.005165099,0.002828014,8.41E-05,0.022692076,0.001152451,0.016344911,1,3,3,3,3,3,7
128646380,0.185343123,0.016264633,0.000606984,0.016477856,0.000237925,0.006195097,0.002461879,0.122949318,0.007079248,0.006067271,0.000569665,0.000893862,0.001542777,0.403826819,0.008446927,0.006897284,0.000398913,0.012464738,0.008107953,0.074458687,0.024115998,0.009102346,0.000105358,0.002671816,0.029412063,0.003282712,0.005679102,0.003189643,0.001792855,0.001452841,0.022221479,0.002410634,0.013266206,5.99E-06,1,3,2,6,7,4,5
128646578,0.000403951,0.423849099,0.000234832,5.42E-05,0.000339408,1.73E-05,0.198407159,0.295109275,0.000104639,0.00072073,0.007044946,0.000197749,0.000156685,0.000524305,5.26E-05,0.000280796,0.016355165,7.12E-05,5.33E-05,0.000243706,0.040641344,0.000101679,0.000212773,1.81E-05,0.000550796,2.26E-05,0.004430529,3.82E-05,0.00952571,5.05E-05,0.000154633,1.59E-05,1.97E-06,1.43E-05,1,3,2,1,2,7,1
128647052,0.006006071,0.00512998,0.016225694,0.001602534,0.001217475,0.00601922,0.101092725,0.002022835,0.000972506,0.000218351,0.001590213,0.011079462,0.00687893,0.010276969,0.003450543,0.007350742,0.003594868,0.197739426,0.001711122,0.108759388,0.004421736,0.001471732,0.003204046,0.044481218,0.003386812,0.001041298,0.004793021,0.005153168,0.001587987,0.010092397,0.035854825,0.014335257,0.372119216,0.005118229,1,3,2,6,7,4,5
128647451,0.06954844,0.002504549,0.000638031,0.000957873,0.000141394,0.001364954,0.061823484,0.573374643,0.000986096,0.000692723,4.61E-05,0.001252082,0.00054914,0.015495457,0.00096087,0.000142966,3.46E-05,0.055439626,9.54E-05,0.001695273,0.037310525,0.001603957,3.56E-05,0.00400115,0.148308473,0.001050957,0.001033742,0.000128156,0.013586255,0.001161215,0.002520675,0.001405298,6.57E-05,4.46E-05,1,3,3,3,3,3,7
128647570,4.08E-05,0.021865484,0.001075972,0.00011966,0.008042728,6.06E-05,0.001307484,0.001827299,0.000114039,4.51E-05,0.376958328,2.97E-05,8.86E-05,0.000321234,6.88E-05,0.000524297,0.52703082,0.003781637,0.000195972,0.000706748,0.006608015,0.00027986,0.008200863,4.82E-05,1.38E-05,0.000150702,0.000387838,0.002128724,0.000215331,4.68E-05,0.000529663,6.95E-05,0.006053153,0.031062252,1,1,4,4,4,2,8
128647626,0.30978085,0.037223852,0.000996082,0.000296177,0.00243739,0.000946174,0.005027469,0.001984374,0.000367091,3.33E-05,0.403727311,0.000147168,0.000180894,0.022804149,0.000174646,0.001632233,0.193541431,0.000180536,0.000427007,0.000829077,0.006093986,0.000326496,7.17E-06,0.004796636,0.001702777,8.86E-05,0.000804943,0.000176387,0.001549534,0.000105249,0.001047505,0.000475767,7.77E-05,1.01E-05,1,1,4,4,4,5,6
128647740,0.079136738,0.006755612,0.012828896,0.002146936,0.000533069,0.019903553,0.001548517,0.13486194,0.001198907,0.000735585,0.060711229,0.002293403,0.004981703,0.204060765,0.006663991,0.002005682,0.002215583,0.073432401,0.002464738,0.088184937,0.008128604,0.011072487,0.000658524,0.001525246,0.001278531,0.003296423,0.003489139,0.00057316,0.000252756,0.0038359,0.014835285,0.138805272,0.007500679,0.098083808,1,3,2,6,7,4,5
128648661,0.079731951,0.145200284,0.001036767,0.00016775,0.004290228,0.000267754,0.000347584,0.065735233,0.000639227,0.000129311,0.631575632,0.000804634,4.48E-05,0.014409299,0.000178702,0.000243221,0.032735783,3.89E-05,0.000130597,0.001052707,0.011441523,0.000131527,7.49E-05,1.53E-05,0.001571578,7.36E-05,3.30E-05,7.43E-05,0.003704061,3.81E-05,0.000371082,0.000107642,1.82E-05,0.003584868,1,1,4,4,4,5,6
128649524,0.286667974,3.67E-05,0.001267772,0.0006401,0.040235344,0.000409121,0.006333579,6.78E-05,0.002924047,0.003395673,0.422792525,0.000723271,0.008232307,0.003573658,0.002566865,0.005178144,0.017497102,0.002039007,0.000363344,0.001631454,5.03E-05,0.002597892,0.004182418,0.002560268,0.000155606,0.002629015,0.004271706,0.09708056,1.12E-05,0.001005042,0.00140282,0.00221937,0.036731581,0.038526468,1,1,4,4,4,5,6
128650568,0.000848646,0.002732587,0.006502239,0.000113445,0.008251974,0.00241578,0.019255103,0.476914812,0.000592043,0.00143066,0.001246904,0.000630217,0.000951419,0.00070684,0.000634058,0.002005959,9.34E-05,0.000591851,0.001676497,0.010412532,0.060545378,0.000258168,9.29E-05,0.001339486,0.000529259,0.000280327,0.124832346,0.00049586,0.031872794,0.001817049,7.38E-05,0.000414581,0.000794916,0.238646182,1,3,3,3,3,3,7
128650740,3.95E-06,0.617265529,4.28E-05,2.73E-05,0.002343546,0.000197147,0.003522012,4.71E-06,0.000144028,0.000102324,0.009776992,3.93E-05,9.25E-05,2.62E-05,0.000199819,0.000103956,0.3059135,9.03E-05,0.000150016,0.014650921,0.000854461,0.000808464,0.000714332,0.000299891,0.000383026,0.000243818,0.029130665,0.000134302,0.001520791,0.000202045,0.000503814,0.000287653,0.001278526,0.00894139,1,3,2,1,2,7,1
128651023,0.018768786,0.009499915,0.03572045,0.001300973,0.016583387,0.007144158,0.013134276,0.000344485,0.000784843,0.001290311,0.007173557,0.006714328,0.001684798,0.168649072,0.003041854,0.001898084,0.27834109,0.001040301,0.004539449,0.010941693,0.011127597,0.002265207,0.004539088,0.001547208,0.004719727,0.001993448,0.082580325,0.002686244,0.000114663,0.00184212,0.01441576,0.002768294,0.280534691,0.000269822,1,3,2,6,7,4,5
128651699,0.019358894,0.002089352,0.013103882,0.000445154,0.000429205,0.001716316,0.556732458,0.306124758,0.000598746,0.000194467,8.90E-05,0.001693949,0.000606391,0.000696741,0.000697096,9.88E-05,0.007838417,0.003762128,0.00382713,0.009942889,0.00319979,0.000527491,0.00248779,0.00143437,0.004777455,0.000149049,0.023010037,0.000162236,0.016947679,0.003136767,8.84E-05,0.001848055,0.000183936,0.012001134,1,3,3,3,3,3,7
128651771,0.004301808,0.148400726,0.008103806,0.000421878,0.000190596,0.001411399,0.13804355,0.572313031,0.007942298,0.000473211,4.16E-05,0.001969343,0.000914489,0.00276898,0.001093278,0.001091453,0.017127961,0.053503548,0.000328314,0.010431899,0.007114555,0.005562706,0.000829617,0.000985196,0.000689291,0.000360071,0.001233401,0.000105048,0.000990972,0.001904138,0.000503963,0.0016058,0.007181123,6.10E-05,1,3,3,3,3,3,7
128652316,0.781263022,0.00754388,0.000180604,0.001413121,0.001173298,0.000834642,0.000806858,0.032247652,0.011116391,0.004196465,0.000574354,0.001103362,0.002211813,0.001536377,0.001037426,0.004408414,0.00746074,0.015040509,0.001112953,0.005053843,0.001099412,0.015648499,0.010413867,0.002426488,0.000880947,0.009308651,0.011777176,0.016243013,0.006248681,0.002128867,0.017007029,0.000636059,0.022172524,0.003693066,2,4,1,2,1,6,3
128652321,0.030583684,0.151162555,0.023222261,0.00139993,0.010744838,0.011193512,0.00218012,0.01511319,0.012379056,0.001794604,0.113366888,0.003605247,0.001704028,0.002714528,0.00693581,0.003834174,0.013738951,0.024650018,0.001206587,0.003162272,0.364061577,0.031870091,0.002333207,0.002388676,0.007885265,0.002023606,0.093661154,0.000390214,0.000221471,0.005374164,0.005236002,0.010810273,0.004289089,0.034762961,1,3,2,6,7,4,5
128652648,1.86E-06,0.864277213,0.006061968,0.00011269,0.000101666,0.000240458,0.005986919,0.000994977,0.000123109,0.000116166,0.041147752,0.000305138,0.000130861,1.09E-05,7.37E-05,0.000615901,0.040979204,2.91E-07,0.000360528,0.023509557,0.001078767,0.003301836,1.38E-05,0.000298439,0.00026513,0.000238884,0.005607199,5.58E-05,0.002569384,0.000590125,0.000227685,0.000447735,0.000151923,2.43E-06,1,3,2,1,2,7,1
128653759,0.166442387,0.003429715,0.0013263,0.000586757,0.000826915,0.000815461,0.000710881,0.013007408,0.002120221,0.000233638,0.012410025,0.000786019,0.000575094,0.002500675,0.001670715,0.000988392,0.009146653,0.008748735,0.000299774,0.013191184,0.053303832,0.000469475,0.003435145,0.000222033,0.021640418,0.000383551,0.005486203,0.000378425,0.002772909,0.001713541,0.002629816,0.006692947,0.000981421,0.660073336,3,2,5,5,5,1,4
128654724,0.031511659,0.303615556,0.012914669,0.000456148,0.000320941,0.000253157,0.001076169,0.012402332,9.81E-05,0.000431082,0.010955367,0.001078213,0.001283612,0.001791813,0.000459733,0.001020052,0.006536605,0.000113545,0.000433583,0.000724587,0.000316229,0.00015025,0.007743231,0.001247487,0.00061619,0.000140814,0.041189185,0.000432542,0.004450518,0.000402148,0.001183319,0.000901752,0.006097836,0.547651597,3,2,5,5,5,1,4
128655325,0.289903059,0.005438294,0.001085643,0.000429236,0.002845006,0.000761156,0.003539871,0.009946113,0.002232035,0.000997412,0.478395743,0.001140418,0.001417507,0.00813141,0.001161723,0.001766751,0.072407456,0.004359819,0.001353762,0.001973067,0.008305558,0.000756337,0.00357172,0.000617678,0.000920123,0.003755722,0.006586528,0.002771598,0.000144341,0.000689352,0.0017021,0.000758779,0.057555217,0.022579467,1,1,4,4,4,5,6
128657636,0.069489328,0.098436916,0.003700214,0.006267337,0.004785841,0.002098386,0.302060163,0.083475822,0.001658529,0.000771429,0.062626095,0.002911758,0.007817668,0.017656106,0.006420301,0.001732854,0.221959213,0.00069361,0.001703391,0.005793353,0.002518591,0.002796626,0.000693404,0.002957878,0.002439111,0.002161377,0.005479103,0.003103142,0.002347704,0.002863984,0.002666843,0.044494803,0.002844492,0.020574626,1,3,2,6,7,4,9
128657947,0.000352688,0.018993084,0.0006066,0.000322246,0.000388424,0.000777313,0.215016399,0.574433142,0.000794231,0.000967426,0.00014403,0.000525048,0.000516881,0.00023551,0.000329988,0.000257812,0.001864507,4.86E-05,0.000717333,0.044690062,0.106170825,6.41E-05,2.39E-05,0.000758244,0.001965507,0.000131886,0.010166791,0.000256782,0.007342117,0.000655135,3.63E-05,0.001655187,0.008788869,2.90E-06,1,3,3,3,3,3,7
128658125,0.733701633,0.00012455,0.000272401,4.18E-06,0.007440488,0.000112804,0.002736057,0.000964503,1.94E-05,4.07E-05,0.045808961,7.74E-05,4.93E-05,5.99E-05,3.12E-05,0.000160987,0.000456584,0.000303283,1.52E-05,1.98E-05,0.007243246,1.10E-05,0.056962514,0.000388495,0.001941357,4.37E-05,0.000454256,0.000813601,0.000101482,7.50E-05,0.000404671,5.09E-05,0.007393031,0.131717369,2,4,1,2,1,6,3
128658931,0.01366302,0.104426734,0.001018871,0.000412186,0.307104542,0.000915468,0.038033687,0.000257078,0.000892292,0.001334742,0.17434678,0.000575021,0.000764772,0.000276663,0.000923526,0.001480175,0.02555344,0.000182048,5.38E-05,0.00309475,0.054289418,0.000405785,0.001330716,0.001173996,0.013917997,0.000488953,0.005158169,0.001247415,0.026537812,0.001082992,0.001252466,0.001685917,0.000238656,0.215880088,1,3,2,6,7,4,5
128659105,1.72E-05,0.726452943,0.000582231,0.000164122,0.00238979,0.000597363,0.0455052,0.01753104,3.03E-05,9.66E-05,0.079589357,0.000342743,9.81E-05,5.29E-05,0.00012774,0.002112049,0.036651504,6.63E-06,0.00057015,0.005016322,0.054935841,0.003632666,0.001379039,0.001018044,0.004254932,5.41E-05,0.003287139,2.41E-05,0.009727551,0.000221026,0.001716302,0.000593078,0.000703403,0.00051853,1,3,2,1,2,7,1
128659471,0.003130516,0.004030245,0.002166844,0.003737261,0.000701674,0.030461658,0.032198624,0.045982814,0.006919731,0.016815298,0.037379366,0.016113936,0.004285578,0.053082161,0.016218693,0.002188488,0.000128462,0.001094584,0.013049691,0.014641816,0.071746814,0.008088748,0.000202136,0.005130209,0.000232361,0.041475494,0.258582184,0.004321534,0.083534049,0.019374487,0.00449729,0.024468685,0.137766309,0.036252262,1,3,2,6,7,4,5
128659923,0.000135314,0.42735346,0.0026569,5.77E-05,0.000230298,0.003392961,0.092599456,0.018475011,0.000462697,0.00228441,4.28E-05,0.000950726,0.000962382,4.67E-05,0.002405491,0.000967593,0.000469643,4.50E-05,0.002944811,0.231472783,0.02345393,0.002888467,0.00039808,0.007155415,0.007186411,0.001131584,0.102973651,0.000147471,0.056299765,0.008181997,0.000554315,0.001528577,0.000138458,5.68E-06,1,3,2,1,2,7,1
128660051,6.28E-07,0.85914748,0.000219561,5.74E-05,0.002481293,0.000140542,0.000646099,0.024894158,1.03E-05,8.76E-05,3.96E-05,5.01E-05,2.13E-05,1.19E-05,8.65E-05,0.000679036,0.044981375,6.03E-08,0.000150085,0.002405132,0.044698567,0.000142559,2.56E-06,7.02E-05,0.000631835,3.21E-05,0.011407598,1.62E-05,0.005705099,0.000191569,0.000673793,3.44E-05,0.00025954,2.37E-05,1,3,2,1,2,7,1
128660149,0.018987377,0.706768986,0.01031072,0.000399604,0.007726373,0.002498278,0.002019252,0.000209758,0.0008446,5.99E-05,0.040179302,0.000286629,0.000546151,0.000482772,0.002277207,0.003498368,0.000819028,5.88E-05,0.002509842,0.003069194,0.057243799,0.001146453,0.000878253,0.00327736,0.068875291,8.87E-05,0.014945209,0.000190958,7.31E-05,0.000563462,0.00319042,0.002202132,0.043072125,0.000700628,1,3,2,1,2,7,1
128661913,0.020061043,0.00757544,0.006665683,0.006800987,0.006367228,0.027308754,0.009379172,0.005536338,0.012976017,0.00863075,0.088639605,0.012731199,0.027232067,0.240017947,0.026001305,0.012796094,0.001388346,0.02481543,0.007366686,0.049617879,0.000581155,0.00730678,0.121738917,0.005179646,0.022860911,0.023152569,0.022139395,0.061791174,0.033441448,0.049506782,0.022585478,0.02252186,0.003224665,0.00206125,1,3,2,6,7,4,5
128662029,0.066290681,0.000231344,0.000210342,2.24E-06,0.000295354,1.92E-05,0.003240354,8.18E-05,1.80E-05,3.15E-06,0.007117705,1.99E-05,2.83E-05,0.000631438,2.95E-05,7.01E-05,0.902734249,0.009898534,0.000135485,2.63E-06,8.72E-06,1.48E-05,0.000648742,4.60E-05,0.005799961,5.45E-06,0.000228224,9.95E-06,3.53E-07,1.21E-05,9.69E-05,1.71E-05,0.000346472,0.001704858,1,1,4,4,4,2,8
128663502,0.596076883,0.219122093,0.002577616,8.97E-05,0.036898239,0.000473305,0.005296423,0.014799158,0.000114383,0.000104449,0.027256106,0.000394964,0.000574632,0.001026447,0.000119618,0.000491412,0.000740071,0.044559677,8.53E-05,0.002938574,0.028967441,0.00034366,5.37E-06,0.002266716,0.008548467,8.47E-05,0.00161499,0.000188076,3.82E-05,0.000165059,0.000150169,0.00042685,0.00016437,0.00329687,2,4,1,2,1,6,3
128664038,8.33E-05,0.016399626,0.00050752,0.000222978,0.025265216,0.000189907,0.048287899,0.065201953,0.000148328,8.17E-05,0.44608608,0.000454728,0.000309506,0.000548337,0.000200017,0.015803751,0.040081469,0.000822873,0.000111836,0.00029975,0.006222148,0.000646055,0.009484174,0.001296075,0.297254492,0.00014239,0.004272065,0.001266908,9.49E-05,0.00015374,0.003417683,0.000188774,0.002009272,0.012444544,1,1,4,4,4,5,6
128664349,5.37E-05,0.000121572,0.001881664,0.0003313,0.020068594,0.000532796,0.018200321,0.000533264,0.000132937,0.000677198,0.002222353,0.001862135,0.000755925,1.56E-05,0.000682962,0.001405921,0.000117909,0.001610836,0.000465203,0.0062129,0.002391419,0.000814207,0.165537792,0.007913941,0.13649942,0.000280933,0.001350303,0.002413966,0.012168664,0.001181929,0.000488863,0.000177717,0.000439516,0.610456211,3,2,5,5,5,1,4
128664872,0.00601138,0.078788277,0.000435479,0.000219813,0.000815011,0.001821416,0.223388631,0.004293543,0.000459712,0.000487619,0.183120752,0.001515966,0.004061175,0.001755676,0.000919981,0.001449785,0.059232642,0.136850184,0.001246299,0.016620652,0.043618749,0.001473613,0.015779158,0.001572613,0.031345686,0.00025421,0.0147693,0.000298674,0.125118892,0.000882391,0.001897191,0.020212244,0.010979726,0.008303561,1,3,2,6,7,4,9
128665937,0.012855557,0.005920722,0.000832847,1.61E-05,0.000242715,0.000114545,0.002536717,5.67E-05,0.000208685,5.21E-05,0.372873845,6.95E-05,0.00022967,1.85E-05,0.000215461,0.000222356,0.037139083,0.000165219,0.000236259,0.00033108,0.003657071,0.000393079,0.014616997,7.82E-05,0.002190678,5.31E-05,0.000606925,7.37E-05,1.76E-05,6.89E-05,0.000363475,0.000546366,0.116370249,0.426625935,3,2,5,5,5,1,4
